Date,Symbol,Open,High,Low,Close,Volume
2025-06-25,GOOGL,167.63,172.36,167.55,170.68,35478989
2025-06-26,GOOGL,172.43,173.69,169.94,173.54,31796690
2025-06-27,GOOGL,173.54,178.68,171.73,178.53,108140200
2025-06-30,GOOGL,180.78,181.23,174.58,176.23,63378856
2025-07-01,GOOGL,175.735,176.09,173.53,175.84,35904526
2025-07-02,GOOGL,175.54,178.86,175.07,178.64,29128947
2025-07-03,GOOGL,178.5,179.67,177.05,179.53,21689729
2025-07-07,GOOGL,179.06,179.297,175.68,176.79,34175648
2025-07-08,GOOGL,177.85,177.95,172.81,174.36,40442535
2025-07-09,GOOGL,175.25,179.44,172.77,176.62,43025594
2025-07-10,GOOGL,175.63,178.429,174.38,177.62,29252386
2025-07-11,GOOGL,176.785,181.43,176.48,180.19,34282922
2025-07-14,GOOGL,181.01,183.67,179.68,181.56,32536632
2025-07-15,GOOGL,182.65,184.22,181.6,182.0,33351754
