Date,Symbol,Open,High,Low,Close,Volume
2025-06-20,AMZN,214.68,214.89,208.2709,209.69,75350733
2025-06-23,AMZN,209.79,210.39,207.3101,208.47,37311725
2025-06-24,AMZN,212.135,214.34,211.045,212.77,38378757
2025-06-25,AMZN,214.615,216.03,211.11,211.99,31755698
2025-06-26,AMZN,213.12,218.035,212.01,217.12,50480814
2025-06-27,AMZN,219.92,223.3,216.74,223.3,119217138
2025-06-30,AMZN,223.52,223.82,219.12,219.39,58887780
2025-07-01,AMZN,219.5,221.875,217.93,220.46,39256830
2025-07-02,AMZN,219.73,221.6,219.06,219.92,30894178
2025-07-03,AMZN,221.82,224.01,221.36,223.41,29632353
2025-07-07,AMZN,223.0,224.29,222.37,223.47,36604139
2025-07-08,AMZN,223.915,224.0,218.43,219.36,45691987
2025-07-09,AMZN,221.07,224.29,220.47,222.54,38155121
2025-07-10,AMZN,221.55,222.79,219.7,222.26,30370591
2025-07-11,AMZN,223.58,226.6799,222.37,225.02,50518307
2025-07-14,AMZN,225.07,226.66,224.24,225.69,35702597
2025-07-15,AMZN,226.01,227.27,225.455,226.35,34828355
