Date,Symbol,Open,High,Low,Close,Volume
2025-04-07,KO,66.2300,69.3800,66.0500,68.3700,34258363
2025-04-08,KO,68.9600,69.9815,67.7600,68.4200,22774425
2025-04-09,KO,67.9200,70.4700,67.2800,69.9500,27918675
2025-04-10,KO,70.1900,71.2050,68.9800,70.7600,22450163
2025-04-11,KO,70.9050,71.8500,70.5400,71.4300,19988203
2025-04-14,KO,71.3000,72.6600,70.9300,72.4500,13930207
2025-04-15,KO,72.6200,72.6300,71.7250,71.8600,14965492
2025-04-16,KO,72.3600,72.6650,71.3850,71.6800,15276216
2025-04-17,KO,71.9000,73.4250,71.7200,73.0000,20754495
2025-04-21,KO,73.3800,73.4723,71.8200,72.7700,16037190
2025-04-22,KO,73.0000,74.3800,72.9200,73.9000,15613518
2025-04-23,KO,73.2900,73.9500,72.3800,73.3000,16353927
2025-04-24,KO,73.0200,73.4250,72.3000,72.5200,16893861
2025-04-25,KO,72.6500,72.9200,71.1250,71.9100,16315984
2025-04-28,KO,72.0750,72.2600,71.3100,71.7900,15997495
2025-04-29,KO,71.1900,72.7100,70.2800,72.3500,16244057
2025-04-30,KO,73.3500,73.4800,71.6850,72.5500,21074652
2025-05-01,KO,72.0000,72.0400,71.2300,71.2900,18034163
2025-05-02,KO,71.5000,71.8150,71.0950,71.6500,12629593
2025-05-05,KO,71.6700,71.8000,71.0100,71.7000,11932687
2025-05-06,KO,71.6750,71.9000,71.1600,71.7200,12705475
2025-05-07,KO,71.7200,72.6850,71.6700,72.4000,15025786
2025-05-08,KO,72.2000,72.4700,71.1300,71.1700,14371061
2025-05-09,KO,70.9900,71.1500,70.4600,70.5200,11228947
2025-05-12,KO,70.1450,70.3300,68.7000,69.5300,21539013
2025-05-13,KO,69.5900,69.6900,68.8700,68.9600,14389053
2025-05-14,KO,68.8800,69.3400,68.5800,69.1600,16286799
2025-05-15,KO,69.7000,71.7300,69.6000,71.6100,19817096
2025-05-16,KO,71.8600,72.2600,71.4300,72.0000,18441200
2025-05-19,KO,72.0300,72.1700,71.6400,71.9300,13282775
2025-05-20,KO,71.8000,72.1300,71.4300,71.6900,12137798
2025-05-21,KO,71.6900,72.0800,71.5850,71.8500,12094424
2025-05-22,KO,71.8400,71.9850,70.9600,71.1400,11101798
2025-05-23,KO,71.5400,71.9800,70.6850,71.7700,12822145
2025-05-27,KO,71.7400,72.2200,71.5600,71.7800,10666102
2025-05-28,KO,71.7000,71.9000,71.0500,71.1500,8710896
2025-05-29,KO,71.0000,71.6600,70.4600,71.4900,10294095
2025-05-30,KO,71.6050,72.4700,71.6050,72.1000,28019547
2025-06-02,KO,72.0250,72.0400,71.3600,72.0000,10202737
2025-06-03,KO,71.7100,71.7800,70.4750,71.1600,20139767
2025-06-04,KO,71.2600,71.8450,70.6800,71.3700,13565891
2025-06-05,KO,71.3800,71.4550,70.8350,70.9100,13535619
2025-06-06,KO,71.0850,71.4800,70.9448,71.3500,9524036
2025-06-09,KO,71.3500,71.8300,71.0900,71.7700,12281339
2025-06-10,KO,71.9000,72.6850,71.7600,72.3500,12264972
2025-06-11,KO,72.2650,72.3600,71.7600,72.0700,12718510
2025-06-12,KO,72.2500,72.3999,71.6000,72.2400,12806911
2025-06-13,KO,71.7700,71.8800,70.7300,71.0200,17467162
2025-06-16,KO,71.2000,71.6200,70.2400,70.5200,15045880
2025-06-17,KO,70.3800,70.4600,69.5800,69.6200,15437032
2025-06-18,KO,70.0000,70.0000,69.0900,69.2100,16227582
2025-06-20,KO,69.0900,69.5554,68.7800,68.8400,40859425
2025-06-23,KO,69.1400,69.8100,68.9700,69.7400,21822773
2025-06-24,KO,69.9450,70.3500,69.6850,70.2100,15216084
2025-06-25,KO,69.9250,70.0200,69.4300,69.6300,12540374
2025-06-26,KO,69.7000,69.9200,69.1450,69.4700,14454090
2025-06-27,KO,69.5900,70.5600,69.4700,70.3300,23470691
2025-06-30,KO,70.1250,70.7900,70.0900,70.7500,15428966
2025-07-01,KO,70.9900,72.4500,70.9000,71.6700,21729276
2025-07-02,KO,71.6900,71.8250,70.7350,70.9100,13050239
2025-07-03,KO,71.0400,71.3950,70.4500,71.3500,9440457
2025-07-07,KO,71.3700,71.3700,70.8000,71.0100,16984675
2025-07-08,KO,70.6800,70.6800,69.8800,70.2400,17115521
2025-07-09,KO,70.1600,70.2500,68.9700,69.4800,33704119
2025-07-10,KO,69.2900,69.8450,69.1600,69.7700,14615046
2025-07-11,KO,69.5650,70.1550,69.2500,69.8700,12916670
2025-07-14,KO,69.8000,70.0800,69.2719,69.4700,13983246
2025-07-15,KO,69.3200,69.5500,69.1500,69.3350,12630299
