Date,Symbol,Open,High,Low,Close,Volume
2025-06-04,JPM,265.9200,267.1200,264.1800,264.2200,5915710
2025-06-05,JPM,264.7400,264.7400,260.3100,261.9500,8179258
2025-06-06,JPM,264.3300,266.6500,264.2600,265.7300,7738134
2025-06-09,JPM,266.0000,267.9000,263.3500,266.7400,8285364
2025-06-10,JPM,265.8800,268.9000,265.8500,268.6000,7538135
2025-06-11,JPM,268.6800,269.6199,265.7862,268.1500,7434064
2025-06-12,JPM,266.8600,268.2900,265.1400,268.2400,6618026
2025-06-13,JPM,265.0800,267.0200,262.7100,264.9500,7098265
2025-06-16,JPM,267.0000,271.7300,266.8500,270.3600,8566019
2025-06-17,JPM,268.1700,270.5900,267.8000,269.5200,6739262
2025-06-18,JPM,270.0000,277.7200,269.7200,273.9600,9586440
2025-06-20,JPM,275.5700,277.3000,273.8119,275.0000,13969674
2025-06-23,JPM,275.0600,278.5500,272.1128,278.2700,8094559
2025-06-24,JPM,280.2100,282.7150,279.5100,281.2600,9267941
2025-06-25,JPM,281.5000,284.2800,280.9100,284.0600,6826901
2025-06-26,JPM,284.7000,289.4100,284.4700,288.7500,8942062
2025-06-27,JPM,285.8100,288.6962,285.0400,287.1100,17868633
2025-06-30,JPM,290.4000,292.6500,288.9200,289.9100,12689156
2025-07-01,JPM,290.8900,291.1300,286.5900,290.4100,9338260
2025-07-02,JPM,292.0400,292.8220,289.7000,292.0000,8158692
2025-07-03,JPM,292.1500,296.4000,291.2100,296.0000,6541646
2025-07-07,JPM,295.2500,296.0400,290.0800,291.9700,8825732
2025-07-08,JPM,289.2750,289.7000,280.3100,282.7800,15440856
2025-07-09,JPM,287.1800,287.1950,282.4800,283.1600,11273801
2025-07-10,JPM,283.0000,288.3100,283.0000,288.1900,8413847
2025-07-11,JPM,285.5200,287.3800,283.6550,286.8600,7384674
2025-07-14,JPM,287.0700,289.3000,285.2556,288.7000,9079941
2025-07-15,JPM,288.3500,291.9100,285.4800,286.1500,12509209
